,sentence,tokens,tags,Indicator
2,Angela Merkel sent the token 7yhnm2wsx4edcvfrtgb5qazplok9ujihgf to the server at 192.168.0.1 located in Berlin.,"['Angela', 'Merkel', 'sent', 'the', 'token', '7yhnm2wsx4edcvfrtgb5qazplok9ujihgf', 'to', 'the', 'server', 'at', '192.168.0.1', 'located', 'in', 'Berlin', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O']",True
3,"During the 2023 conference, the key token zxcvbnm_1234567890poiuytrewqasdfgh was registered from IP 8.8.8.8 by Microsoft in Seattle.","['During', 'the', '2023', 'conference', ',', 'the', 'key', 'token', 'zxcvbnm_1234567890poiuytrewqasdfgh', 'was', 'registered', 'from', 'IP', '8.8.8.8', 'by', 'Microsoft', 'in', 'Seattle', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O', 'B-geo', 'O']",True
4,Elon Musk's new token q1w2e3r4t5y6u7i8o9p0asdfghjklzxcvbnm was traced back to IPv6 address 2001:0db8:85a3:0000:0000:8a2e:0370:7334 in Texas.,"['Elon', 'Musk', ""'s"", 'new', 'token', 'q1w2e3r4t5y6u7i8o9p0asdfghjklzxcvbnm', 'was', 'traced', 'back', 'to', 'IPv6', 'address', '2001:0db8:85a3:0000:0000:8a2e:0370:7334', 'in', 'Texas', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
5,"On Monday morning, the server logged token 4r5t6y7u8i9o0pasdfghjklzxcvbnmqwerty from IP 123.45.67.89 near Los Angeles.","['On', 'Monday', 'morning', ',', 'the', 'server', 'logged', 'token', '4r5t6y7u8i9o0pasdfghjklzxcvbnmqwerty', 'from', 'IP', '123.45.67.89', 'near', 'Los', 'Angeles', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
6,Facebook's infrastructure used the token asdfghjklqwertyuiopzxcvbnm1234567890 from 172.217.16.142 during peak hours.,"['Facebook', ""'s"", 'infrastructure', 'used', 'the', 'token', 'asdfghjklqwertyuiopzxcvbnm1234567890', 'from', '172.217.16.142', 'during', 'peak', 'hours', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
7,Dr. Jane Goodall monitored token 9i8u7y6t5r4e3w2q1p0o9l8k7j6h5g4f3d2s1a from IP 192.0.2.146 while visiting Tanzania.,"['Dr.', 'Jane', 'Goodall', 'monitored', 'token', '9i8u7y6t5r4e3w2q1p0o9l8k7j6h5g4f3d2s1a', 'from', 'IP', '192.0.2.146', 'while', 'visiting', 'Tanzania', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O']",True
8,The token zx1cv2bn3m4lk5jh6gf7ds8aq9po0iweurty was accessed from IP 255.255.255.0 in Paris on Tuesday.,"['The', 'token', 'zx1cv2bn3m4lk5jh6gf7ds8aq9po0iweurty', 'was', 'accessed', 'from', 'IP', '255.255.255.0', 'in', 'Paris', 'on', 'Tuesday', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O', 'B-tim', 'O']",True
9,Amazon's cloud service generated token qwerty_1234567890asdfghjklzxcvbnm from IP 203.0.113.195 during the event in Washington.,"['Amazon', ""'s"", 'cloud', 'service', 'generated', 'token', 'qwerty_1234567890asdfghjklzxcvbnm', 'from', 'IP', '203.0.113.195', 'during', 'the', 'event', 'in', 'Washington', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-gpe', 'O']",True
10,The scientist Dr. Emmett Brown uploaded token plmoknijbuhvygctfxrdzeswaq1234567890 from 198.51.100.42 while in Hill Valley.,"['The', 'scientist', 'Dr.', 'Emmett', 'Brown', 'uploaded', 'token', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'from', '198.51.100.42', 'while', 'in', 'Hill', 'Valley', '.']","['O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O']",True
11,"During the Berlin summit, token qazwsxedcrfvtgbyhnujmikolp0987654321 was assigned to IP 172.16.0.5 by the UN.","['During', 'the', 'Berlin', 'summit', ',', 'token', 'qazwsxedcrfvtgbyhnujmikolp0987654321', 'was', 'assigned', 'to', 'IP', '172.16.0.5', 'by', 'the', 'UN', '.']","['O', 'O', 'B-geo', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-org', 'O']",True
12,Sundar Pichai used token mnbvcxzlkjhgfdsapoiuytrewq0987654321 to access 2400:cb00:2048:1::c629:d7a2 from California.,"['Sundar', 'Pichai', 'used', 'token', 'mnbvcxzlkjhgfdsapoiuytrewq0987654321', 'to', 'access', '2400:cb00:2048:1::c629:d7a2', 'from', 'California', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
13,The token 1234567890poiuytrewqasdfghjklzxcvbnm was sent to 198.18.0.1 during the Berlin Tech Fair.,"['The', 'token', '1234567890poiuytrewqasdfghjklzxcvbnm', 'was', 'sent', 'to', '198.18.0.1', 'during', 'the', 'Berlin', 'Tech', 'Fair', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'B-org', 'I-org', 'O']",True
14,Google's security team logged token qwertyuiopasdfghjklzxcvbnm1234567890 from IP 2607:f8b0:4005:805::200e last Friday.,"['Google', ""'s"", 'security', 'team', 'logged', 'token', 'qwertyuiopasdfghjklzxcvbnm1234567890', 'from', 'IP', '2607:f8b0:4005:805::200e', 'last', 'Friday', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
15,Maria Sharapova transferred token asdfghjklqwertyuiopzxcvbnm0987654321 through IP 10.10.10.10 in Moscow.,"['Maria', 'Sharapova', 'transferred', 'token', 'asdfghjklqwertyuiopzxcvbnm0987654321', 'through', 'IP', '10.10.10.10', 'in', 'Moscow', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
16,The token zxcvbnm_lkjasdhfgqwertyuiop123456789 was traced from 172.20.14.5 in Tokyo yesterday.,"['The', 'token', 'zxcvbnm_lkjasdhfgqwertyuiop123456789', 'was', 'traced', 'from', '172.20.14.5', 'in', 'Tokyo', 'yesterday', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'B-tim', 'O']",True
17,"During the conference, the token poiuytrewqlkjhgfdsamnbvcxz0987654321 was assigned an IP of 198.51.100.23 by IBM.","['During', 'the', 'conference', ',', 'the', 'token', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'was', 'assigned', 'an', 'IP', 'of', '198.51.100.23', 'by', 'IBM', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O']",True
18,"At noon, token lkjasdhfpoiuytrewqzmxncbv0987654321 was used to access 203.0.113.195 in Sydney.","['At', 'noon', ',', 'token', 'lkjasdhfpoiuytrewqzmxncbv0987654321', 'was', 'used', 'to', 'access', '203.0.113.195', 'in', 'Sydney', '.']","['O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
19,The token edcrfvtgbyhnujmiklop1234567890qaswedzxc was logged from IPv6 2001:db8::ff00:42:8329 in London.,"['The', 'token', 'edcrfvtgbyhnujmiklop1234567890qaswedzxc', 'was', 'logged', 'from', 'IPv6', '2001:db8::ff00:42:8329', 'in', 'London', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
20,IBM sent token qazwsxedcrfvtgbyhnujmikolp0987654321 to 192.0.2.146 during the Berlin meeting.,"['IBM', 'sent', 'token', 'qazwsxedcrfvtgbyhnujmikolp0987654321', 'to', '192.0.2.146', 'during', 'the', 'Berlin', 'meeting', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
21,The token yhnujmiklopasdfghjklzxcvbnmqwerty was traced back to IP 10.1.1.1 in New Delhi.,"['The', 'token', 'yhnujmiklopasdfghjklzxcvbnmqwerty', 'was', 'traced', 'back', 'to', 'IP', '10.1.1.1', 'in', 'New', 'Delhi', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'I-gpe', 'O']",True
22,Steve Jobs created token mnbvcxzlkjhgfdsapoiuytrewq1234567890 and accessed 172.217.0.0 on Friday.,"['Steve', 'Jobs', 'created', 'token', 'mnbvcxzlkjhgfdsapoiuytrewq1234567890', 'and', 'accessed', '172.217.0.0', 'on', 'Friday', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
23,The token qazxswedcvfrtgbnhyujmkiolp0987654321 was found on IP 198.51.100.99 in Paris.,"['The', 'token', 'qazxswedcvfrtgbnhyujmkiolp0987654321', 'was', 'found', 'on', 'IP', '198.51.100.99', 'in', 'Paris', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
24,Jessica Alba uploaded token poiuytrewqasdfghjklmnbvcxz0987654321 from 203.0.113.1 while in Los Angeles.,"['Jessica', 'Alba', 'uploaded', 'token', 'poiuytrewqasdfghjklmnbvcxz0987654321', 'from', '203.0.113.1', 'while', 'in', 'Los', 'Angeles', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O']",True
25,Microsoft assigned token lkjhgfdsapoiuytrewqzxcvbnm1234567890 to IP 10.10.10.10 in Redmond.,"['Microsoft', 'assigned', 'token', 'lkjhgfdsapoiuytrewqzxcvbnm1234567890', 'to', 'IP', '10.10.10.10', 'in', 'Redmond', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
26,The token mnbvcxzlkjhgfdsapoiuytrewq1234567890 was traced to 2400:cb00:2048:1::c629:d7a2 in Seattle.,"['The', 'token', 'mnbvcxzlkjhgfdsapoiuytrewq1234567890', 'was', 'traced', 'to', '2400:cb00:2048:1::c629:d7a2', 'in', 'Seattle', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
27,"During the New Year's party, token qwertyuiopasdfghjklzxcvbnm1234567890 was used with IP 192.168.1.100.","['During', 'the', 'New', 'Year', ""'s"", 'party', ',', 'token', 'qwertyuiopasdfghjklzxcvbnm1234567890', 'was', 'used', 'with', 'IP', '192.168.1.100', '.']","['O', 'O', 'B-tim', 'I-tim', 'I-tim', 'I-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
28,Bill Gates accessed token zxcvbnmasdfghjklqwertyuiop0987654321 from IPv6 2001:db8::1 in Seattle.,"['Bill', 'Gates', 'accessed', 'token', 'zxcvbnmasdfghjklqwertyuiop0987654321', 'from', 'IPv6', '2001:db8::1', 'in', 'Seattle', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
29,The token poiuytrewqlkjhgfdsamnbvcxz0987654321 was transmitted from 172.16.254.1 in London.,"['The', 'token', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'was', 'transmitted', 'from', '172.16.254.1', 'in', 'London', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
30,Apple's server logged token asdfghjklzxcvbnmqwertyuiop0987654321 using IP 203.0.113.10 during the event.,"['Apple', ""'s"", 'server', 'logged', 'token', 'asdfghjklzxcvbnmqwertyuiop0987654321', 'using', 'IP', '203.0.113.10', 'during', 'the', 'event', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
31,Elena Gilbert sent token qazwsxedcrfvtgbyhnujmikolp1234567890 from 192.168.100.100 in Mystic Falls.,"['Elena', 'Gilbert', 'sent', 'token', 'qazwsxedcrfvtgbyhnujmikolp1234567890', 'from', '192.168.100.100', 'in', 'Mystic', 'Falls', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
32,The token plmoknijbuhvygctfxrdzeswaq0987654321 was traced to 10.10.0.1 during the summit in Geneva.,"['The', 'token', 'plmoknijbuhvygctfxrdzeswaq0987654321', 'was', 'traced', 'to', '10.10.0.1', 'during', 'the', 'summit', 'in', 'Geneva', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
33,"During the Tokyo conference, token qazxswedcvfrtgbnhyujmikolp0987654321 was assigned IP 198.51.100.64.","['During', 'the', 'Tokyo', 'conference', ',', 'token', 'qazxswedcvfrtgbnhyujmikolp0987654321', 'was', 'assigned', 'IP', '198.51.100.64', '.']","['O', 'O', 'B-geo', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
34,Mark Zuckerberg activated token mnbvcxzlkjhgfdsapoiuytrewq1234567890 from IP 2606:4700:4700::1111 in California.,"['Mark', 'Zuckerberg', 'activated', 'token', 'mnbvcxzlkjhgfdsapoiuytrewq1234567890', 'from', 'IP', '2606:4700:4700::1111', 'in', 'California', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
35,The token asdfghjklpoiuytrewqzxcvbnm0987654321 was accessed via IP 192.0.2.255 during the Paris summit.,"['The', 'token', 'asdfghjklpoiuytrewqzxcvbnm0987654321', 'was', 'accessed', 'via', 'IP', '192.0.2.255', 'during', 'the', 'Paris', 'summit', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
36,Jennifer Lawrence uploaded token qazxswedcvfrtgbnhyujmikolp9876543210 from 172.16.254.254 in New York.,"['Jennifer', 'Lawrence', 'uploaded', 'token', 'qazxswedcvfrtgbnhyujmikolp9876543210', 'from', '172.16.254.254', 'in', 'New', 'York', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-gpe', 'I-gpe', 'O']",True
37,The token plmoknijbuhvygctfxrdzeswaq1234567890 was generated from IP 10.0.0.1 in San Francisco.,"['The', 'token', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'was', 'generated', 'from', 'IP', '10.0.0.1', 'in', 'San', 'Francisco', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
38,"During the Monday meeting, token qazwsxedcrfvtgbyhnujmikolp0987654321 was used with IPv6 2001:db8:abcd::1.","['During', 'the', 'Monday', 'meeting', ',', 'token', 'qazwsxedcrfvtgbyhnujmikolp0987654321', 'was', 'used', 'with', 'IPv6', '2001:db8:abcd::1', '.']","['O', 'O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
39,Elon Musk's token qwertyuiopasdfghjklzxcvbnm0987654321 was traced back to IP 198.51.100.1 in Texas.,"['Elon', 'Musk', ""'s"", 'token', 'qwertyuiopasdfghjklzxcvbnm0987654321', 'was', 'traced', 'back', 'to', 'IP', '198.51.100.1', 'in', 'Texas', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
40,The token lkjhgfdsapoiuytrewqzxcvbnm1234567890 was accessed from 203.0.113.5 while in London.,"['The', 'token', 'lkjhgfdsapoiuytrewqzxcvbnm1234567890', 'was', 'accessed', 'from', '203.0.113.5', 'while', 'in', 'London', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O']",True
41,Jessica Alba used token qazwsxedcrfvtgbyhnujmikolp0987654321 with IP 172.16.0.10 in Los Angeles.,"['Jessica', 'Alba', 'used', 'token', 'qazwsxedcrfvtgbyhnujmikolp0987654321', 'with', 'IP', '172.16.0.10', 'in', 'Los', 'Angeles', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
42,The token plmoknijbuhvygctfxrdzeswaq1234567890 was sent to 10.0.0.255 during the Berlin summit.,"['The', 'token', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'was', 'sent', 'to', '10.0.0.255', 'during', 'the', 'Berlin', 'summit', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
43,"During the meeting, token qazxswedcvfrtgbnhyujmikolp0987654321 was assigned IP 198.51.100.128.","['During', 'the', 'meeting', ',', 'token', 'qazxswedcvfrtgbnhyujmikolp0987654321', 'was', 'assigned', 'IP', '198.51.100.128', '.']","['O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
44,Mark Zuckerberg activated token mnbvcxzlkjhgfdsapoiuytrewq1234567890 from IP 2606:4700:4700::1001 in California.,"['Mark', 'Zuckerberg', 'activated', 'token', 'mnbvcxzlkjhgfdsapoiuytrewq1234567890', 'from', 'IP', '2606:4700:4700::1001', 'in', 'California', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
45,The token asdfghjklpoiuytrewqzxcvbnm0987654321 was accessed via IP 192.0.2.50 during the Paris summit.,"['The', 'token', 'asdfghjklpoiuytrewqzxcvbnm0987654321', 'was', 'accessed', 'via', 'IP', '192.0.2.50', 'during', 'the', 'Paris', 'summit', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
46,Jennifer Lawrence uploaded token qazxswedcvfrtgbnhyujmikolp9876543210 from 172.16.254.100 in New York City.,"['Jennifer', 'Lawrence', 'uploaded', 'token', 'qazxswedcvfrtgbnhyujmikolp9876543210', 'from', '172.16.254.100', 'in', 'New', 'York', 'City', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-gpe', 'I-gpe', 'I-gpe', 'O']",True
47,The token plmoknijbuhvygctfxrdzeswaq1234567890 was generated from IP 10.0.0.15 in San Francisco.,"['The', 'token', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'was', 'generated', 'from', 'IP', '10.0.0.15', 'in', 'San', 'Francisco', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
48,"During the Monday meeting, token qazwsxedcrfvtgbyhnujmikolp0987654321 was used with IPv6 2001:db8:abcd::2.","['During', 'the', 'Monday', 'meeting', ',', 'token', 'qazwsxedcrfvtgbyhnujmikolp0987654321', 'was', 'used', 'with', 'IPv6', '2001:db8:abcd::2', '.']","['O', 'O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
49,Elon Musk's token qwertyuiopasdfghjklzxcvbnm0987654321 was traced back to IP 198.51.100.2 in Texas.,"['Elon', 'Musk', ""'s"", 'token', 'qwertyuiopasdfghjklzxcvbnm0987654321', 'was', 'traced', 'back', 'to', 'IP', '198.51.100.2', 'in', 'Texas', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
50,The token lkjhgfdsapoiuytrewqzxcvbnm1234567890 was accessed from 203.0.113.6 while in London.,"['The', 'token', 'lkjhgfdsapoiuytrewqzxcvbnm1234567890', 'was', 'accessed', 'from', '203.0.113.6', 'while', 'in', 'London', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O']",True
51,Jessica Alba used token qazwsxedcrfvtgbyhnujmikolp0987654321 with IP 172.16.0.11 in Los Angeles.,"['Jessica', 'Alba', 'used', 'token', 'qazwsxedcrfvtgbyhnujmikolp0987654321', 'with', 'IP', '172.16.0.11', 'in', 'Los', 'Angeles', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
52,The token plmoknijbuhvygctfxrdzeswaq1234567890 was sent to 10.0.0.254 during the Berlin summit.,"['The', 'token', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'was', 'sent', 'to', '10.0.0.254', 'during', 'the', 'Berlin', 'summit', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
0,"Yesterday, Dr. Emily Carter sent the token 8d7f9g6h5j4k3l2m1n0_opq-rstuvwxyz to the IP 10.0.0.254 from New York City headquarters.","['Yesterday', ',', 'Dr.', 'Emily', 'Carter', 'sent', 'the', 'token', '8d7f9g6h5j4k3l2m1n0_opq-rstuvwxyz', 'to', 'the', 'IP', '10.0.0.254', 'from', 'New', 'York', 'City', 'headquarters', '.']","['B-tim', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O']",True
1,"At 14:30, the engineer activated token a1b2c3d4e5f6g7h8i9j0-klmnopqrstu on server 172.217.3.110 within the Googleplex.","['At', '14:30', ',', 'the', 'engineer', 'activated', 'token', 'a1b2c3d4e5f6g7h8i9j0-klmnopqrstu', 'on', 'server', '172.217.3.110', 'within', 'the', 'Googleplex', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'B-org', 'O']",True
2,Microsoft's server with IP 2001:db8:85a3::8a2e:370:7334 processed token zx9v8b7n6m5l4k3j2h1g0_abcdefghi successfully.,"['Microsoft', ""'s"", 'server', 'with', 'IP', '2001:db8:85a3::8a2e:370:7334', 'processed', 'token', 'zx9v8b7n6m5l4k3j2h1g0_abcdefghi', 'successfully', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-Token', 'O', 'O']",True
3,"On Monday morning, Alice and Bob exchanged the token pqrs1234tuvwx5678yz_abcd via IP 192.168.100.50 at the New Jersey office.","['On', 'Monday', 'morning', ',', 'Alice', 'and', 'Bob', 'exchanged', 'the', 'token', 'pqrs1234tuvwx5678yz_abcd', 'via', 'IP', '192.168.100.50', 'at', 'the', 'New', 'Jersey', 'office', '.']","['O', 'B-tim', 'I-tim', 'O', 'B-per', 'O', 'B-per', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",True
4,The token qwertyuiopasdfghjklzxcvbnm1234567890_- was delivered to 8.8.8.8 by the Amazon team in Seattle.,"['The', 'token', 'qwertyuiopasdfghjklzxcvbnm1234567890_-', 'was', 'delivered', 'to', '8.8.8.8', 'by', 'the', 'Amazon', 'team', 'in', 'Seattle', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-org', 'O', 'O', 'B-gpe', 'O']",True
5,"During the 2024 conference, token mlkjihgfedcba9876543210_qwertyuiop was assigned from IP 172.31.255.255 to Jane Doe.","['During', 'the', '2024', 'conference', ',', 'token', 'mlkjihgfedcba9876543210_qwertyuiop', 'was', 'assigned', 'from', 'IP', '172.31.255.255', 'to', 'Jane', 'Doe', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-per', 'I-per', 'O']",True
6,Dr. Zhang accessed token 0123456789abcdefghijklmnopqrstuvwx-yz at IP fd00:1234:5678:9abc::1 in Beijing.,"['Dr.', 'Zhang', 'accessed', 'token', '0123456789abcdefghijklmnopqrstuvwx-yz', 'at', 'IP', 'fd00:1234:5678:9abc::1', 'in', 'Beijing', '.']","['O', 'B-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
7,"The CEO, Michael Thompson, used token asdfghjklqwertyuiopzxcvbnm_1234567890 and logged in from 203.0.113.195 on Tuesday.","['The', 'CEO', ',', 'Michael', 'Thompson', ',', 'used', 'token', 'asdfghjklqwertyuiopzxcvbnm_1234567890', 'and', 'logged', 'in', 'from', '203.0.113.195', 'on', 'Tuesday', '.']","['O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
8,"At 09:00 AM, the token zxcvbnmlkjhgfdsa0987654321_qwerty was sent from IP 198.51.100.0 to the London office.","['At', '09:00', 'AM', ',', 'the', 'token', 'zxcvbnmlkjhgfdsa0987654321_qwerty', 'was', 'sent', 'from', 'IP', '198.51.100.0', 'to', 'the', 'London', 'office', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-gpe', 'O', 'O']",True
9,Google's data center at IP 2404:6800:4003:c01::64 received token poiuytrewqlkjhgfdsamnbvcxz_123456789.,"['Google', ""'s"", 'data', 'center', 'at', 'IP', '2404:6800:4003:c01::64', 'received', 'token', 'poiuytrewqlkjhgfdsamnbvcxz_123456789', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-Token', 'O']",True
10,Sarah Connor uploaded token a1s2d3f4g5h6j7k8l9z0_xcvbnm to IP 127.0.0.1 during the 12 PM meeting in San Francisco.,"['Sarah', 'Connor', 'uploaded', 'token', 'a1s2d3f4g5h6j7k8l9z0_xcvbnm', 'to', 'IP', '127.0.0.1', 'during', 'the', '12', 'PM', 'meeting', 'in', 'San', 'Francisco', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-geo', 'I-geo', 'O']",True
11,The token mnbvcxzlkjhgfdsapoiuytrewq_0987654321 was verified by IBM at IP 10.10.10.10 on Friday afternoon.,"['The', 'token', 'mnbvcxzlkjhgfdsapoiuytrewq_0987654321', 'was', 'verified', 'by', 'IBM', 'at', 'IP', '10.10.10.10', 'on', 'Friday', 'afternoon', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-IP', 'O', 'B-tim', 'I-tim', 'O']",True
12,"On December 5th, token q1w2e3r4t5y6u7i8o9p0_asdfghjklzxcvbnm was generated from IP fe80::1ff:fe23:4567:890a.","['On', 'December', '5th', ',', 'token', 'q1w2e3r4t5y6u7i8o9p0_asdfghjklzxcvbnm', 'was', 'generated', 'from', 'IP', 'fe80::1ff:fe23:4567:890a', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
